"","weekDay","type","count"
"469","Fri","Recurso Especial",11786
"470","Fri","Recurso Especial e ou Extraordin\xc3\xa1rio",2330
"471","Fri","Recurso Extraordin\xc3\xa1rio",4386
"472","Fri","Recurso Oficioso em Sentido Estrito",1
"473","Fri","Reexame Necess\xc3\xa1rio",4012
"474","Fri","Representa\xc3\xa7\xc3\xa3o",2
"475","Fri","Representa\xc3\xa7\xc3\xa3o Criminal",31
"476","Fri","Restaura\xc3\xa7\xc3\xa3o de Autos",19
"477","Fri","Revis\xc3\xa3o Criminal",4947
"478","Fri","Suspen\xc3\xa7\xc3\xa3o de Liminar ou Antecipa\xc3\xa7\xc3\xa3o de Tutela",22
"479","Fri","Suspens\xc3\xa3o de Execu\xc3\xa7\xc3\xa3o de Senten\xc3\xa7a",1
"480","Fri","Suspens\xc3\xa3o de Liminar ou Antecipa\xc3\xa7\xc3\xa3o de Tutela",1
"481","Fri","Termo Circunstanciado",5
"482","Fri","Tutela Antecipada Antecedente",1
"483","Fri","Tutela Cautelar Antecedente",2
"484","Fri","Tutela Provisoria",1
"485","Fri","Uniformiza\xc3\xa7\xc3\xa3o de Jurisprud\xc3\xaancia",48
"486","Sat","A\xc3\xa7\xc3\xa3o Rescis\xc3\xb3ria",10
"487","Sat","Agravo",158
"488","Sat","Agravo de Instrumento",2936
"489","Sat","Agravo em Execu\xc3\xa7\xc3\xa3o",1
"490","Sat","Agravo Interno",2
"491","Sat","Agravo Regimental",3
"492","Sat","Apela\xc3\xa7\xc3\xa3o C\xc3\xadvel",2333
"493","Sat","Apela\xc3\xa7\xc3\xa3o Crime",20
"494","Sat","Apela\xc3\xa7\xc3\xa3o e Reexame Necess\xc3\xa1rio",322
"495","Sat","Conflito de Compet\xc3\xaancia",54
"496","Sat","Conflito de Jurisdi\xc3\xa7\xc3\xa3o",1
"497","Sat","Correi\xc3\xa7\xc3\xa3o Parcial",9
"498","Sat","Embargos de Declara\xc3\xa7\xc3\xa3o",258
"499","Sat","Embargos Infringentes",1
"500","Sat","Exce\xc3\xa7\xc3\xa3o de Impedimento",1
"501","Sat","Exce\xc3\xa7\xc3\xa3o de Suspei\xc3\xa7\xc3\xa3o",3
"502","Sat","Habeas Corpus",70
"503","Sat","Mandado de Injun\xc3\xa7\xc3\xa3o",2
"504","Sat","Mandado de Seguran\xc3\xa7a",20
"505","Sat","Reclama\xc3\xa7\xc3\xa3o",3
"506","Sat","Recurso C\xc3\xadvel",39
"507","Sat","Recurso em Sentido Estrito",4
"508","Sat","Recurso Especial",595
"509","Sat","Recurso Especial e ou Extraordin\xc3\xa1rio",146
"510","Sat","Recurso Extraordin\xc3\xa1rio",417
"511","Sat","Reexame Necess\xc3\xa1rio",119
"512","Sat","Representa\xc3\xa7\xc3\xa3o Criminal",1
"513","Sat","Revis\xc3\xa3o Criminal",8
