"","judgmentDate","type","count"
"30665",2010-05-12,"Apela\xc3\xa7\xc3\xa3o e Reexame Necess\xc3\xa1rio",27
"30666",2010-05-12,"Conflito de Compet\xc3\xaancia",6
"30667",2010-05-12,"Conflito de Jurisdi\xc3\xa7\xc3\xa3o",5
"30668",2010-05-12,"Correi\xc3\xa7\xc3\xa3o Parcial",6
"30669",2010-05-12,"Embargos de Declara\xc3\xa7\xc3\xa3o",516
"30670",2010-05-12,"Habeas Corpus",70
"30671",2010-05-12,"Mandado de Seguran\xc3\xa7a",14
"30672",2010-05-12,"Medida Cautelar Inominada",2
"30673",2010-05-12,"Recurso C\xc3\xadvel",664
"30674",2010-05-12,"Recurso em Sentido Estrito",19
"30675",2010-05-12,"Reexame Necess\xc3\xa1rio",7
"30676",2010-05-13,"A\xc3\xa7\xc3\xa3o Penal",1
"30677",2010-05-13,"Agravo",340
"30678",2010-05-13,"Agravo de Instrumento",554
"30679",2010-05-13,"Agravo em Execu\xc3\xa7\xc3\xa3o",4
"30680",2010-05-13,"Agravo Regimental",21
"30681",2010-05-13,"Apela\xc3\xa7\xc3\xa3o C\xc3\xadvel",1000
"30682",2010-05-13,"Apela\xc3\xa7\xc3\xa3o Crime",239
"30683",2010-05-13,"Apela\xc3\xa7\xc3\xa3o e Reexame Necess\xc3\xa1rio",14
"30684",2010-05-13,"Cautelar Inominada",2
"30685",2010-05-13,"Conflito de Compet\xc3\xaancia",4
"30686",2010-05-13,"Conflito de Jurisdi\xc3\xa7\xc3\xa3o",6
"30687",2010-05-13,"Correi\xc3\xa7\xc3\xa3o Parcial",24
"30688",2010-05-13,"Embargos \xc3\xa0 Execu\xc3\xa7\xc3\xa3o",1
"30689",2010-05-13,"Embargos de Declara\xc3\xa7\xc3\xa3o",520
"30690",2010-05-13,"Exce\xc3\xa7\xc3\xa3o de Incompet\xc3\xaancia",1
"30691",2010-05-13,"Exce\xc3\xa7\xc3\xa3o de Suspei\xc3\xa7\xc3\xa3o",1
"30692",2010-05-13,"Habeas Corpus",182
"30693",2010-05-13,"Mandado de Seguran\xc3\xa7a",43
"30694",2010-05-13,"Processo Crime",1
"30695",2010-05-13,"Recurso C\xc3\xadvel",1000
"30696",2010-05-13,"Recurso de Of\xc3\xadcio",1
"30697",2010-05-13,"Recurso em Sentido Estrito",35
"30698",2010-05-13,"Reexame Necess\xc3\xa1rio",6
"30699",2010-05-14,"A\xc3\xa7\xc3\xa3o Rescis\xc3\xb3ria",5
"30700",2010-05-14,"Agravo",2
"30701",2010-05-14,"Agravo de Instrumento",298
"30702",2010-05-14,"Agravo Regimental",2
"30703",2010-05-14,"Apela\xc3\xa7\xc3\xa3o C\xc3\xadvel",85
"30704",2010-05-14,"Apela\xc3\xa7\xc3\xa3o e Reexame Necess\xc3\xa1rio",3
"30705",2010-05-14,"Embargos de Declara\xc3\xa7\xc3\xa3o",47
"30706",2010-05-14,"Embargos Infringentes",23
"30707",2010-05-14,"Embargos Infringentes e de Nulidade",24
"30708",2010-05-14,"Habeas Corpus",3
"30709",2010-05-14,"Mandado de Seguran\xc3\xa7a",8
"30710",2010-05-14,"Reexame Necess\xc3\xa1rio",3
"30711",2010-05-14,"Revis\xc3\xa3o Criminal",12
"30712",2010-05-15,"Agravo de Instrumento",1
"30713",2010-05-16,"Agravo de Instrumento",2
"30714",2010-05-17,"A\xc3\xa7\xc3\xa3o Direta de Inconstitucionalidade",3
"30715",2010-05-17,"Agravo",6
"30716",2010-05-17,"Agravo de Instrumento",397
"30717",2010-05-17,"Apela\xc3\xa7\xc3\xa3o C\xc3\xadvel",109
"30718",2010-05-17,"Apela\xc3\xa7\xc3\xa3o e Reexame Necess\xc3\xa1rio",3
"30719",2010-05-17,"Conflito de Compet\xc3\xaancia",9
"30720",2010-05-17,"Embargos de Declara\xc3\xa7\xc3\xa3o",8
"30721",2010-05-17,"Habeas Corpus",3
"30722",2010-05-17,"Incidente de Inconstitucionalidade",9
"30723",2010-05-17,"Mandado de Injun\xc3\xa7\xc3\xa3o",2
"30724",2010-05-17,"Mandado de Seguran\xc3\xa7a",1
"30725",2010-05-17,"Reexame Necess\xc3\xa1rio",5
"30726",2010-05-17,"Revis\xc3\xa3o Criminal",1
"30727",2010-05-18,"A\xc3\xa7\xc3\xa3o Rescis\xc3\xb3ria",6
"30728",2010-05-18,"Agravo",44
"30729",2010-05-18,"Agravo de Instrumento",864
"30730",2010-05-18,"Apela\xc3\xa7\xc3\xa3o C\xc3\xadvel",987
"30731",2010-05-18,"Apela\xc3\xa7\xc3\xa3o e Reexame Necess\xc3\xa1rio",45
"30732",2010-05-18,"Conflito de Compet\xc3\xaancia",3
"30733",2010-05-18,"Embargos de Declara\xc3\xa7\xc3\xa3o",224
"30734",2010-05-18,"Embargos Infringentes",2
"30735",2010-05-18,"Habeas Corpus",2
"30736",2010-05-18,"Mandado de Seguran\xc3\xa7a",1
"30737",2010-05-18,"Reexame Necess\xc3\xa1rio",10
"30738",2010-05-19,"A\xc3\xa7\xc3\xa3o Rescis\xc3\xb3ria",1
"30739",2010-05-19,"Agravo",481
"30740",2010-05-19,"Agravo de Instrumento",850
"30741",2010-05-19,"Agravo em Execu\xc3\xa7\xc3\xa3o",2
"30742",2010-05-19,"Agravo Regimental",20
"30743",2010-05-19,"Apela\xc3\xa7\xc3\xa3o C\xc3\xadvel",1000
"30744",2010-05-19,"Apela\xc3\xa7\xc3\xa3o Crime",257
"30745",2010-05-19,"Apela\xc3\xa7\xc3\xa3o e Reexame Necess\xc3\xa1rio",53
"30746",2010-05-19,"Conflito de Compet\xc3\xaancia",4
"30747",2010-05-19,"Conflito de Jurisdi\xc3\xa7\xc3\xa3o",4
"30748",2010-05-19,"Correi\xc3\xa7\xc3\xa3o Parcial",4
"30749",2010-05-19,"Embargos de Declara\xc3\xa7\xc3\xa3o",527
"30750",2010-05-19,"Habeas Corpus",56
"30751",2010-05-19,"Mandado de Injun\xc3\xa7\xc3\xa3o",1
"30752",2010-05-19,"Mandado de Seguran\xc3\xa7a",1
"30753",2010-05-19,"Peti\xc3\xa7\xc3\xa3o",1
"30754",2010-05-19,"Recurso de Of\xc3\xadcio",1
"30755",2010-05-19,"Recurso em Sentido Estrito",19
"30756",2010-05-19,"Reexame Necess\xc3\xa1rio",14
"30757",2010-05-20,"A\xc3\xa7\xc3\xa3o Penal",2
"30758",2010-05-20,"Agravo",555
"30759",2010-05-20,"Agravo de Instrumento",412
"30760",2010-05-20,"Agravo em Execu\xc3\xa7\xc3\xa3o",4
"30761",2010-05-20,"Agravo Regimental",26
"30762",2010-05-20,"Apela\xc3\xa7\xc3\xa3o C\xc3\xadvel",1000
"30763",2010-05-20,"Apela\xc3\xa7\xc3\xa3o Crime",306
"30764",2010-05-20,"Apela\xc3\xa7\xc3\xa3o e Reexame Necess\xc3\xa1rio",14
"30765",2010-05-20,"Cautelar Inominada",1
"30766",2010-05-20,"Conflito de Compet\xc3\xaancia",7
"30767",2010-05-20,"Conflito de Jurisdi\xc3\xa7\xc3\xa3o",6
"30768",2010-05-20,"Correi\xc3\xa7\xc3\xa3o Parcial",4
"30769",2010-05-20,"Embargos de Declara\xc3\xa7\xc3\xa3o",865
"30770",2010-05-20,"Habeas Corpus",96
"30771",2010-05-20,"Mandado de Seguran\xc3\xa7a",2
"30772",2010-05-20,"Peti\xc3\xa7\xc3\xa3o",1
"30773",2010-05-20,"Recurso de Of\xc3\xadcio",1
"30774",2010-05-20,"Recurso em Sentido Estrito",20
"30775",2010-05-20,"Reexame Necess\xc3\xa1rio",4
"30776",2010-05-21,"A\xc3\xa7\xc3\xa3o Rescis\xc3\xb3ria",4
"30777",2010-05-21,"Agravo",2
"30778",2010-05-21,"Agravo de Instrumento",442
"30779",2010-05-21,"Agravo Regimental",3
"30780",2010-05-21,"Apela\xc3\xa7\xc3\xa3o C\xc3\xadvel",115
"30781",2010-05-21,"Apela\xc3\xa7\xc3\xa3o Crime",1
"30782",2010-05-21,"Apela\xc3\xa7\xc3\xa3o e Reexame Necess\xc3\xa1rio",3
"30783",2010-05-21,"Conflito de Compet\xc3\xaancia",1
"30784",2010-05-21,"Embargos de Declara\xc3\xa7\xc3\xa3o",45
"30785",2010-05-21,"Embargos Infringentes",51
"30786",2010-05-21,"Habeas Corpus",2
"30787",2010-05-21,"Mandado de Seguran\xc3\xa7a",4
"30788",2010-05-21,"Medida Cautelar Inominada",1
"30789",2010-05-21,"Suspen\xc3\xa7\xc3\xa3o de Liminar ou Antecipa\xc3\xa7\xc3\xa3o de Tutela",1
"30790",2010-05-22,"Agravo de Instrumento",5
"30791",2010-05-22,"Apela\xc3\xa7\xc3\xa3o C\xc3\xadvel",2
"30792",2010-05-23,"Agravo de Instrumento",3
"30793",2010-05-23,"Apela\xc3\xa7\xc3\xa3o C\xc3\xadvel",1
"30794",2010-05-24,"A\xc3\xa7\xc3\xa3o Rescis\xc3\xb3ria",1
"30795",2010-05-24,"Agravo",6
"30796",2010-05-24,"Agravo de Instrumento",322
"30797",2010-05-24,"Agravo Regimental",1
"30798",2010-05-24,"Apela\xc3\xa7\xc3\xa3o C\xc3\xadvel",67
"30799",2010-05-24,"Apela\xc3\xa7\xc3\xa3o Crime",1
"30800",2010-05-24,"Apela\xc3\xa7\xc3\xa3o e Reexame Necess\xc3\xa1rio",4
"30801",2010-05-24,"Cautelar Inominada",1
"30802",2010-05-24,"Conflito de Compet\xc3\xaancia",6
"30803",2010-05-24,"Correi\xc3\xa7\xc3\xa3o Parcial",1
"30804",2010-05-24,"Embargos de Declara\xc3\xa7\xc3\xa3o",21
"30805",2010-05-24,"Habeas Corpus",3
"30806",2010-05-24,"Mandado de Injun\xc3\xa7\xc3\xa3o",3
"30807",2010-05-24,"Mandado de Seguran\xc3\xa7a",3
"30808",2010-05-24,"Medida Cautelar Inominada",2
"30809",2010-05-24,"Reexame Necess\xc3\xa1rio",3
"30810",2010-05-25,"A\xc3\xa7\xc3\xa3o Rescis\xc3\xb3ria",1
"30811",2010-05-25,"Agravo",60
"30812",2010-05-25,"Agravo de Instrumento",630
"30813",2010-05-25,"Agravo Regimental",3
"30814",2010-05-25,"Apela\xc3\xa7\xc3\xa3o C\xc3\xadvel",555
"30815",2010-05-25,"Apela\xc3\xa7\xc3\xa3o Crime",21
"30816",2010-05-25,"Apela\xc3\xa7\xc3\xa3o e Reexame Necess\xc3\xa1rio",4
"30817",2010-05-25,"Embargos de Declara\xc3\xa7\xc3\xa3o",455
"30818",2010-05-25,"Exce\xc3\xa7\xc3\xa3o de Suspei\xc3\xa7\xc3\xa3o",2
"30819",2010-05-25,"Habeas Corpus",3
"30820",2010-05-25,"Mandado de Seguran\xc3\xa7a",1
"30821",2010-05-25,"Recurso C\xc3\xadvel",707
"30822",2010-05-25,"Reexame Necess\xc3\xa1rio",1
"30823",2010-05-26,"A\xc3\xa7\xc3\xa3o Rescis\xc3\xb3ria",3
"30824",2010-05-26,"Agravo",345
"30825",2010-05-26,"Agravo de Instrumento",1000
"30826",2010-05-26,"Agravo em Execu\xc3\xa7\xc3\xa3o",1
"30827",2010-05-26,"Agravo Regimental",13
"30828",2010-05-26,"Apela\xc3\xa7\xc3\xa3o C\xc3\xadvel",1000
"30829",2010-05-26,"Apela\xc3\xa7\xc3\xa3o Crime",186
"30830",2010-05-26,"Apela\xc3\xa7\xc3\xa3o e Reexame Necess\xc3\xa1rio",75
"30831",2010-05-26,"Cautelar Inominada",1
"30832",2010-05-26,"Conflito de Compet\xc3\xaancia",13
"30833",2010-05-26,"Conflito de Jurisdi\xc3\xa7\xc3\xa3o",1
"30834",2010-05-26,"Correi\xc3\xa7\xc3\xa3o Parcial",2
"30835",2010-05-26,"Embargos de Declara\xc3\xa7\xc3\xa3o",1000
"30836",2010-05-26,"Embargos Infringentes",3
"30837",2010-05-26,"Exce\xc3\xa7\xc3\xa3o de Suspei\xc3\xa7\xc3\xa3o",2
"30838",2010-05-26,"Habeas Corpus",66
"30839",2010-05-26,"Mandado de Seguran\xc3\xa7a",14
"30840",2010-05-26,"Recurso C\xc3\xadvel",654
"30841",2010-05-26,"Recurso em Sentido Estrito",14
"30842",2010-05-26,"Reexame Necess\xc3\xa1rio",26
"30843",2010-05-26,"Restaura\xc3\xa7\xc3\xa3o de Autos",1
"30844",2010-05-27,"A\xc3\xa7\xc3\xa3o Civil Improbidade Administrativa",1
"30845",2010-05-27,"A\xc3\xa7\xc3\xa3o Penal",2
"30846",2010-05-27,"Agravo",717
"30847",2010-05-27,"Agravo de Instrumento",654
"30848",2010-05-27,"Agravo em Execu\xc3\xa7\xc3\xa3o",5
"30849",2010-05-27,"Agravo Regimental",24
"30850",2010-05-27,"Apela\xc3\xa7\xc3\xa3o C\xc3\xadvel",1000
"30851",2010-05-27,"Apela\xc3\xa7\xc3\xa3o Crime",398
"30852",2010-05-27,"Apela\xc3\xa7\xc3\xa3o e Reexame Necess\xc3\xa1rio",18
"30853",2010-05-27,"Carta Testemunh\xc3\xa1vel",1
"30854",2010-05-27,"Conflito de Compet\xc3\xaancia",4
"30855",2010-05-27,"Conflito de Jurisdi\xc3\xa7\xc3\xa3o",3
"30856",2010-05-27,"Correi\xc3\xa7\xc3\xa3o Parcial",6
"30857",2010-05-27,"Embargos de Declara\xc3\xa7\xc3\xa3o",1000
"30858",2010-05-27,"Exce\xc3\xa7\xc3\xa3o de Suspei\xc3\xa7\xc3\xa3o",2
"30859",2010-05-27,"Habeas Corpus",152
"30860",2010-05-27,"Impugna\xc3\xa7\xc3\xa3o \xc3\xa0 Assist\xc3\xaancia Judici\xc3\xa1ria",1
"30861",2010-05-27,"Mandado de Seguran\xc3\xa7a",18
"30862",2010-05-27,"Processo Crime",1
"30863",2010-05-27,"Recurso C\xc3\xadvel",639
"30864",2010-05-27,"Recurso em Sentido Estrito",51
"30865",2010-05-27,"Reexame Necess\xc3\xa1rio",3
"30866",2010-05-28,"A\xc3\xa7\xc3\xa3o Rescis\xc3\xb3ria",2
"30867",2010-05-28,"Agravo",55
"30868",2010-05-28,"Agravo de Instrumento",461
"30869",2010-05-28,"Agravo Regimental",2
"30870",2010-05-28,"Apela\xc3\xa7\xc3\xa3o C\xc3\xadvel",644
"30871",2010-05-28,"Apela\xc3\xa7\xc3\xa3o Crime",2
"30872",2010-05-28,"Apela\xc3\xa7\xc3\xa3o e Reexame Necess\xc3\xa1rio",13
"30873",2010-05-28,"Conflito de Compet\xc3\xaancia",4
"30874",2010-05-28,"Embargos de Declara\xc3\xa7\xc3\xa3o",259
"30875",2010-05-28,"Embargos Infringentes",1
"30876",2010-05-28,"Embargos Infringentes e de Nulidade",56
"30877",2010-05-28,"Habeas Corpus",3
"30878",2010-05-28,"Impugna\xc3\xa7\xc3\xa3o ao Valor da Causa",1
"30879",2010-05-28,"Mandado de Seguran\xc3\xa7a",2
"30880",2010-05-28,"Recurso C\xc3\xadvel",195
"30881",2010-05-28,"Reexame Necess\xc3\xa1rio",2
"30882",2010-05-28,"Revis\xc3\xa3o Criminal",11
"30883",2010-05-29,"Agravo",1
"30884",2010-05-29,"Agravo de Instrumento",6
"30885",2010-05-29,"Apela\xc3\xa7\xc3\xa3o C\xc3\xadvel",1
"30886",2010-05-30,"Agravo de Instrumento",7
"30887",2010-05-31,"A\xc3\xa7\xc3\xa3o Rescis\xc3\xb3ria",1
"30888",2010-05-31,"Agravo",9
"30889",2010-05-31,"Agravo de Instrumento",491
"30890",2010-05-31,"Agravo Regimental",1
"30891",2010-05-31,"Apela\xc3\xa7\xc3\xa3o C\xc3\xadvel",856
"30892",2010-05-31,"Apela\xc3\xa7\xc3\xa3o Crime",3
"30893",2010-05-31,"Apela\xc3\xa7\xc3\xa3o e Reexame Necess\xc3\xa1rio",13
"30894",2010-05-31,"Cautelar Inominada",1
"30895",2010-05-31,"Conflito de Compet\xc3\xaancia",3
"30896",2010-05-31,"Correi\xc3\xa7\xc3\xa3o Parcial",1
"30897",2010-05-31,"Embargos de Declara\xc3\xa7\xc3\xa3o",222
"30898",2010-05-31,"Embargos Infringentes",2
"30899",2010-05-31,"Habeas Corpus",10
"30900",2010-05-31,"Mandado de Seguran\xc3\xa7a",2
"30901",2010-05-31,"Mandado de Seguran\xc3\xa7a Crime",1
"30902",2010-05-31,"Recurso Crime",66
"30903",2010-05-31,"Reexame Necess\xc3\xa1rio",4
"30904",2010-06-01,"A\xc3\xa7\xc3\xa3o Direta de Inconstitucionalidade",1
"30905",2010-06-01,"A\xc3\xa7\xc3\xa3o Rescis\xc3\xb3ria",1
"30906",2010-06-01,"Agravo",1
"30907",2010-06-01,"Agravo de Instrumento",311
"30908",2010-06-01,"Apela\xc3\xa7\xc3\xa3o C\xc3\xadvel",51
"30909",2010-06-01,"Apela\xc3\xa7\xc3\xa3o e Reexame Necess\xc3\xa1rio",1
"30910",2010-06-01,"Conflito de Compet\xc3\xaancia",2
"30911",2010-06-01,"Embargos de Declara\xc3\xa7\xc3\xa3o",32
"30912",2010-06-01,"Habeas Corpus",3
"30913",2010-06-01,"Mandado de Seguran\xc3\xa7a",1
"30914",2010-06-01,"Recurso em Sentido Estrito",1
"30915",2010-06-01,"Reexame Necess\xc3\xa1rio",1
"30916",2010-06-02,"Agravo",72
"30917",2010-06-02,"Agravo de Instrumento",563
"30918",2010-06-02,"Agravo Regimental",3
"30919",2010-06-02,"Apela\xc3\xa7\xc3\xa3o C\xc3\xadvel",496
"30920",2010-06-02,"Apela\xc3\xa7\xc3\xa3o Crime",40
"30921",2010-06-02,"Apela\xc3\xa7\xc3\xa3o e Reexame Necess\xc3\xa1rio",14
"30922",2010-06-02,"Conflito de Compet\xc3\xaancia",2
"30923",2010-06-02,"Correi\xc3\xa7\xc3\xa3o Parcial",1
"30924",2010-06-02,"Embargos de Declara\xc3\xa7\xc3\xa3o",324
"30925",2010-06-02,"Exce\xc3\xa7\xc3\xa3o de Suspei\xc3\xa7\xc3\xa3o",1
"30926",2010-06-02,"Habeas Corpus",14
"30927",2010-06-02,"Mandado de Seguran\xc3\xa7a",1
"30928",2010-06-02,"Medida Cautelar Inominada",1
"30929",2010-06-02,"Recurso em Sentido Estrito",5
"30930",2010-06-02,"Reexame Necess\xc3\xa1rio",1
"30931",2010-06-03,"Agravo",4
"30932",2010-06-03,"Agravo de Instrumento",6
"30933",2010-06-03,"Apela\xc3\xa7\xc3\xa3o C\xc3\xadvel",21
"30934",2010-06-03,"Apela\xc3\xa7\xc3\xa3o e Reexame Necess\xc3\xa1rio",2
"30935",2010-06-03,"Reexame Necess\xc3\xa1rio",2
"30936",2010-06-04,"Agravo",7
"30937",2010-06-04,"Agravo de Instrumento",324
"30938",2010-06-04,"Apela\xc3\xa7\xc3\xa3o C\xc3\xadvel",69
"30939",2010-06-04,"Apela\xc3\xa7\xc3\xa3o Crime",1
"30940",2010-06-04,"Apela\xc3\xa7\xc3\xa3o e Reexame Necess\xc3\xa1rio",5
"30941",2010-06-04,"Conflito de Compet\xc3\xaancia",11
"30942",2010-06-04,"Embargos de Declara\xc3\xa7\xc3\xa3o",15
"30943",2010-06-04,"Mandado de Seguran\xc3\xa7a",2
"30944",2010-06-04,"Reexame Necess\xc3\xa1rio",2
"30945",2010-06-05,"Agravo de Instrumento",3
"30946",2010-06-05,"Apela\xc3\xa7\xc3\xa3o C\xc3\xadvel",10
"30947",2010-06-05,"Apela\xc3\xa7\xc3\xa3o e Reexame Necess\xc3\xa1rio",4
"30948",2010-06-06,"Agravo de Instrumento",4
"30949",2010-06-06,"Apela\xc3\xa7\xc3\xa3o C\xc3\xadvel",4
"30950",2010-06-06,"Embargos de Declara\xc3\xa7\xc3\xa3o",8
"30951",2010-06-07,"Agravo de Instrumento",291
"30952",2010-06-07,"Apela\xc3\xa7\xc3\xa3o C\xc3\xadvel",60
"30953",2010-06-07,"Apela\xc3\xa7\xc3\xa3o Crime",1
"30954",2010-06-07,"Apela\xc3\xa7\xc3\xa3o e Reexame Necess\xc3\xa1rio",3
"30955",2010-06-07,"Conflito de Compet\xc3\xaancia",1
"30956",2010-06-07,"Embargos de Declara\xc3\xa7\xc3\xa3o",24
"30957",2010-06-07,"Habeas Corpus",5
"30958",2010-06-07,"Mandado de Seguran\xc3\xa7a",2
"30959",2010-06-07,"Medida Cautelar Inominada",1
"30960",2010-06-07,"Reexame Necess\xc3\xa1rio",2
"30961",2010-06-08,"A\xc3\xa7\xc3\xa3o Rescis\xc3\xb3ria",4
"30962",2010-06-08,"Agravo",12
"30963",2010-06-08,"Agravo de Instrumento",573
"30964",2010-06-08,"Agravo em Execu\xc3\xa7\xc3\xa3o",1
"30965",2010-06-08,"Apela\xc3\xa7\xc3\xa3o C\xc3\xadvel",169
"30966",2010-06-08,"Conflito de Compet\xc3\xaancia",2
"30967",2010-06-08,"Embargos de Declara\xc3\xa7\xc3\xa3o",60
"30968",2010-06-08,"Habeas Corpus",4
"30969",2010-06-08,"Mandado de Seguran\xc3\xa7a",1
"30970",2010-06-08,"Reexame Necess\xc3\xa1rio",1
"30971",2010-06-09,"Agravo",373
"30972",2010-06-09,"Agravo de Instrumento",641
"30973",2010-06-09,"Agravo em Execu\xc3\xa7\xc3\xa3o",1
"30974",2010-06-09,"Agravo Regimental",13
"30975",2010-06-09,"Apela\xc3\xa7\xc3\xa3o C\xc3\xadvel",1000
"30976",2010-06-09,"Apela\xc3\xa7\xc3\xa3o Crime",363
"30977",2010-06-09,"Apela\xc3\xa7\xc3\xa3o e Reexame Necess\xc3\xa1rio",55
"30978",2010-06-09,"Cautelar Inominada",1
"30979",2010-06-09,"Conflito de Compet\xc3\xaancia",7
"30980",2010-06-09,"Conflito de Jurisdi\xc3\xa7\xc3\xa3o",3
"30981",2010-06-09,"Correi\xc3\xa7\xc3\xa3o Parcial",3
"30982",2010-06-09,"Embargos de Declara\xc3\xa7\xc3\xa3o",982
"30983",2010-06-09,"Exce\xc3\xa7\xc3\xa3o de Suspei\xc3\xa7\xc3\xa3o",3
"30984",2010-06-09,"Habeas Corpus",71
"30985",2010-06-09,"Mandado de Seguran\xc3\xa7a",5
"30986",2010-06-09,"Peti\xc3\xa7\xc3\xa3o",1
"30987",2010-06-09,"Recurso C\xc3\xadvel",632
"30988",2010-06-09,"Recurso em Sentido Estrito",33
"30989",2010-06-09,"Reexame Necess\xc3\xa1rio",12
"30990",2010-06-10,"A\xc3\xa7\xc3\xa3o Rescis\xc3\xb3ria",2
"30991",2010-06-10,"Agravo",535
"30992",2010-06-10,"Agravo de Instrumento",793
"30993",2010-06-10,"Agravo em Execu\xc3\xa7\xc3\xa3o",2
"30994",2010-06-10,"Agravo Regimental",16
"30995",2010-06-10,"Apela\xc3\xa7\xc3\xa3o C\xc3\xadvel",1000
"30996",2010-06-10,"Apela\xc3\xa7\xc3\xa3o Crime",407
"30997",2010-06-10,"Apela\xc3\xa7\xc3\xa3o e Reexame Necess\xc3\xa1rio",7
"30998",2010-06-10,"Carta Testemunh\xc3\xa1vel",1
"30999",2010-06-10,"Conflito de Compet\xc3\xaancia",9
"31000",2010-06-10,"Conflito de Jurisdi\xc3\xa7\xc3\xa3o",6
"31001",2010-06-10,"Correi\xc3\xa7\xc3\xa3o Parcial",7
"31002",2010-06-10,"Embargos de Declara\xc3\xa7\xc3\xa3o",1000
"31003",2010-06-10,"Exce\xc3\xa7\xc3\xa3o de Suspei\xc3\xa7\xc3\xa3o",2
"31004",2010-06-10,"Habeas Corpus",173
"31005",2010-06-10,"Mandado de Seguran\xc3\xa7a",29
"31006",2010-06-10,"Processo Crime",1
"31007",2010-06-10,"Recurso C\xc3\xadvel",1000
"31008",2010-06-10,"Recurso de Of\xc3\xadcio",1
"31009",2010-06-10,"Recurso em Sentido Estrito",50
"31010",2010-06-10,"Reexame Necess\xc3\xa1rio",1
"31011",2010-06-10,"Revis\xc3\xa3o Criminal",1
"31012",2010-06-11,"A\xc3\xa7\xc3\xa3o Rescis\xc3\xb3ria",13
"31013",2010-06-11,"Agravo",5
"31014",2010-06-11,"Agravo de Instrumento",319
"31015",2010-06-11,"Agravo Regimental",5
"31016",2010-06-11,"Apela\xc3\xa7\xc3\xa3o C\xc3\xadvel",70
"31017",2010-06-11,"Apela\xc3\xa7\xc3\xa3o e Reexame Necess\xc3\xa1rio",1
"31018",2010-06-11,"Embargos de Declara\xc3\xa7\xc3\xa3o",35
"31019",2010-06-11,"Embargos Infringentes",102
"31020",2010-06-11,"Embargos Infringentes e de Nulidade",26
"31021",2010-06-11,"Exce\xc3\xa7\xc3\xa3o de Suspei\xc3\xa7\xc3\xa3o",1
"31022",2010-06-11,"Habeas Corpus",3
"31023",2010-06-11,"Impugna\xc3\xa7\xc3\xa3o \xc3\xa0 Assist\xc3\xaancia Judici\xc3\xa1ria",1
"31024",2010-06-11,"Impugna\xc3\xa7\xc3\xa3o ao Valor da Causa",1
"31025",2010-06-11,"Mandado de Seguran\xc3\xa7a",17
"31026",2010-06-11,"Revis\xc3\xa3o Criminal",6
"31027",2010-06-12,"Apela\xc3\xa7\xc3\xa3o C\xc3\xadvel",1
"31028",2010-06-14,"A\xc3\xa7\xc3\xa3o Direta de Inconstitucionalidade",5
"31029",2010-06-14,"Agravo",2
"31030",2010-06-14,"Agravo de Instrumento",382
"31031",2010-06-14,"Agravo Regimental",3
"31032",2010-06-14,"Apela\xc3\xa7\xc3\xa3o C\xc3\xadvel",57
"31033",2010-06-14,"Apela\xc3\xa7\xc3\xa3o Crime",1
"31034",2010-06-14,"Apela\xc3\xa7\xc3\xa3o e Reexame Necess\xc3\xa1rio",6
"31035",2010-06-14,"Conflito de Compet\xc3\xaancia",2
"31036",2010-06-14,"Correi\xc3\xa7\xc3\xa3o Parcial",1
"31037",2010-06-14,"Embargos de Declara\xc3\xa7\xc3\xa3o",19
"31038",2010-06-14,"Habeas Corpus",5
"31039",2010-06-14,"Mandado de Injun\xc3\xa7\xc3\xa3o",5
"31040",2010-06-14,"Mandado de Seguran\xc3\xa7a",2
"31041",2010-06-14,"Recurso Crime",85
"31042",2010-06-14,"Reexame Necess\xc3\xa1rio",1
"31043",2010-06-14,"Revis\xc3\xa3o Criminal",2
"31044",2010-06-15,"Agravo",22
"31045",2010-06-15,"Agravo de Instrumento",330
"31046",2010-06-15,"Agravo Regimental",1
"31047",2010-06-15,"Apela\xc3\xa7\xc3\xa3o C\xc3\xadvel",179
"31048",2010-06-15,"Apela\xc3\xa7\xc3\xa3o Crime",2
"31049",2010-06-15,"Apela\xc3\xa7\xc3\xa3o e Reexame Necess\xc3\xa1rio",2
"31050",2010-06-15,"Conflito de Compet\xc3\xaancia",3
"31051",2010-06-15,"Embargos de Declara\xc3\xa7\xc3\xa3o",105
"31052",2010-06-15,"Habeas Corpus",4
"31053",2010-06-15,"Mandado de Seguran\xc3\xa7a",1
"31054",2010-06-15,"Reexame Necess\xc3\xa1rio",2
"31055",2010-06-15,"Revis\xc3\xa3o Criminal",1
"31056",2010-06-16,"A\xc3\xa7\xc3\xa3o Rescis\xc3\xb3ria",2
"31057",2010-06-16,"Agravo",78
"31058",2010-06-16,"Agravo de Instrumento",539
"31059",2010-06-16,"Agravo Regimental",4
"31060",2010-06-16,"Apela\xc3\xa7\xc3\xa3o C\xc3\xadvel",394
"31061",2010-06-16,"Apela\xc3\xa7\xc3\xa3o Crime",163
"31062",2010-06-16,"Apela\xc3\xa7\xc3\xa3o e Reexame Necess\xc3\xa1rio",20
"31063",2010-06-16,"Carta Testemunh\xc3\xa1vel",1
"31064",2010-06-16,"Cautelar Inominada",1
"31065",2010-06-16,"Conflito de Compet\xc3\xaancia",1
"31066",2010-06-16,"Conflito de Jurisdi\xc3\xa7\xc3\xa3o",2
"31067",2010-06-16,"Correi\xc3\xa7\xc3\xa3o Parcial",6
