Time,Open,High,Low,Last,Change,Volume
07/27/2018,194.99,195.19,190.1,190.98,-3.23,24023900
07/26/2018,194.61,195.96,193.61,194.21,-0.60999999999999,19075900
07/25/2018,193.06,194.85,192.43,194.82,1.82,16826400
07/24/2018,192.45,193.66,192.05,193,1.39,18697800
07/23/2018,190.68,191.96,189.56,191.61,0.17000000000002,15989300
07/20/2018,191.78,192.43,190.17,191.44,-0.44,20706000
07/19/2018,189.69,192.55,189.69,191.88,1.48,20286700
07/18/2018,191.78,191.8,189.93,190.4,-1.05,16393300
07/17/2018,189.75,191.87,189.2,191.45,0.53999999999999,15534500
07/16/2018,191.52,192.65,190.415,190.91,-0.42000000000002,15043100
07/13/2018,191.08,191.84,190.9,191.33,0.30000000000001,12519700
07/12/2018,189.53,191.41,189.31,191.03,3.15,18041100
07/11/2018,188.5,189.78,187.61,187.88,-2.47,18831400
07/10/2018,190.71,191.28,190.18,190.35,-0.23000000000002,15939100
07/09/2018,189.5,190.68,189.3,190.58,2.61,19756600
07/06/2018,185.42,188.43,185.2,187.97,2.57,17485200
07/05/2018,185.26,186.41,184.28,185.4,1.48,16604200
07/03/2018,187.79,187.95,183.54,183.92,-3.26,13954800
07/02/2018,183.82,187.3,183.42,187.18,2.07,17731300
06/29/2018,186.29,187.19,182.91,185.11,-0.38999999999999,22737600
06/28/2018,184.1,186.21,183.8,185.5,1.34,17365200
06/27/2018,185.23,187.28,184.03,184.16,-0.27000000000001,25285300
06/26/2018,182.99,186.53,182.54,184.43,2.26,24569200
06/25/2018,183.4,184.92,180.73,182.17,-2.75,31663000
06/22/2018,186.12,186.15,184.7,184.92,-0.54000000000002,27200400
06/21/2018,187.25,188.35,184.94,185.46,-1.04,25711800
06/20/2018,186.35,187.2,185.73,186.5,0.81,20628700
06/19/2018,185.14,186.33,183.45,185.69,-3.05,33578400
06/18/2018,187.88,189.22,187.2,188.74,-0.099999999999994,18484800
06/15/2018,190.03,190.16,188.26,188.84,-1.96,61719100
06/14/2018,191.55,191.57,190.22,190.8,0.10000000000002,21610000
06/13/2018,192.42,192.88,190.44,190.7,-1.58,21638300
06/12/2018,191.38,192.61,191.15,192.28,1.05,16911100
06/11/2018,191.35,191.97,190.21,191.23,-0.47,18308400
06/08/2018,191.17,192,189.77,191.7,-1.76,26656800
06/07/2018,194.14,194.2,192.335,193.46,-0.51999999999998,21347100
06/06/2018,193.63,194.08,191.92,193.98,0.66999999999999,20933600
06/05/2018,193.07,193.94,192.36,193.31,1.48,21565900
06/04/2018,191.63,193.42,191.35,191.83,1.59,26266100
06/01/2018,187.99,190.26,187.75,190.24,3.37,23442500
05/31/2018,187.22,188.23,186.14,186.87,-0.63,27482700
05/30/2018,187.72,188,186.78,187.5,-0.40000000000001,18690500
05/29/2018,187.6,188.75,186.87,187.9,-0.68000000000001,22514000
05/25/2018,188.23,189.65,187.65,188.58,0.43000000000001,17460900
05/24/2018,188.77,188.84,186.21,188.15,-0.21000000000001,23233900
05/23/2018,186.35,188.5,185.76,188.36,1.2,20058400
05/22/2018,188.38,188.88,186.78,187.16,-0.47,15240700
05/21/2018,188,189.27,186.91,187.63,1.32,18400700
05/18/2018,187.19,187.81,186.13,186.31,-0.68000000000001,18297700
05/17/2018,188,188.91,186.36,186.99,-1.19,17294000
05/16/2018,186.07,188.46,186,188.18,1.74,19183000
05/15/2018,186.78,187.07,185.1,186.44,-1.71,23695100
05/14/2018,189.01,189.53,187.86,188.15,-0.44,20778700
05/11/2018,189.49,190.06,187.45,188.59,-1.45,26212200
05/10/2018,187.74,190.37,187.65,190.04,2.68,27989200
05/09/2018,186.55,187.4,185.22,187.36,1.31,23211200
05/08/2018,184.99,186.22,183.665,186.05,0.89000000000001,28402700
05/07/2018,185.18,187.67,184.75,185.16,1.33,42451400
05/04/2018,178.25,184.25,178.17,183.83,6.94,56201300
05/03/2018,175.88,177.5,174.44,176.89,0.31999999999999,34068100
05/02/2018,175.23,177.75,173.8,176.57,7.47,66539300
05/01/2018,166.41,169.2,165.27,169.1,3.84,53569300
04/30/2018,162.13,167.26,161.84,165.26,2.94,42427400
04/27/2018,164,164.33,160.63,162.32,-1.9,35655800
04/26/2018,164.12,165.73,163.37,164.22,0.56999999999999,27963000
04/25/2018,162.62,165.42,162.41,163.65,0.71000000000001,28382000
04/24/2018,165.67,166.33,161.22,162.94,-2.3,33692000
04/23/2018,166.83,166.92,164.09,165.24,-0.47999999999999,36515400
04/20/2018,170.6,171.22,165.43,165.72,-7.08,65491100
04/19/2018,174.95,175.39,172.66,172.8,-5.04,34808800
04/18/2018,177.81,178.82,176.88,177.84,-0.40000000000001,20754500
04/17/2018,176.49,178.94,176.41,178.24,2.42,26605400
04/16/2018,175.03,176.19,174.83,175.82,1.09,21578400
"Downloaded from Barchart.com as of 04-15-2020 04:12pm CDT"
