"Data","Último","Abertura","Máxima","Mínima","Vol.","Var%"
"10.03.2017","1.006,62","1.011,88","1.012,75","1.003,12","-","-0,42%"
"09.03.2017","1.010,88","1.020,88","1.022,62","1.006,38","-","-1,08%"
"08.03.2017","1.021,88","1.025,62","1.027,62","1.018,62","-","-0,39%"
"07.03.2017","1.025,88","1.038,62","1.041,62","1.022,38","-","-1,11%"
"06.03.2017","1.037,38","1.039,12","1.048,38","1.035,88","-","0,05%"
"03.03.2017","1.036,88","1.037,62","1.040,88","1.028,88","-","0,03%"
"02.03.2017","1.036,62","1.049,12","1.050,88","1.032,12","-","-1,40%"
"01.03.2017","1.051,38","1.036,88","1.051,88","1.035,12","-","1,45%"
"28.02.2017","1.036,38","1.024,38","1.056,12","1.023,50","-","1,42%"
"27.02.2017","1.021,88","1.027,38","1.028,88","1.017,12","-","0,79%"
"24.02.2017","1.013,90","1.011,88","1.016,12","1.009,38","-","0,02%"
"23.02.2017","1.013,70","1.022,62","1.026,90","1.010,10","-","-0,90%"
"22.02.2017","1.022,90","1.027,88","1.031,62","1.022,38","-","-0,37%"
"21.02.2017","1.026,70","1.033,88","1.044,40","1.026,10","-","-0,79%"
"17.02.2017","1.034,90","1.043,38","1.046,12","1.031,10","-","-0,84%"
"16.02.2017","1.043,70","1.060,12","1.062,62","1.042,60","-","-1,64%"
"15.02.2017","1.061,10","1.045,12","1.061,40","1.040,38","-","1,50%"
"14.02.2017","1.045,40","1.055,12","1.055,90","1.042,60","-","-0,97%"
"13.02.2017","1.055,60","1.059,38","1.061,62","1.050,60","-","-0,24%"
"10.02.2017","1.058,10","1.050,12","1.063,40","1.047,60","-","0,77%"
"09.02.2017","1.050,00","1.055,88","1.061,40","1.045,10","-","-0,79%"
"08.02.2017","1.058,40","1.041,88","1.059,62","1.040,00","-","1,61%"
"07.02.2017","1.041,60","1.038,88","1.043,12","1.032,10","-","0,39%"
"06.02.2017","1.037,60","1.027,88","1.042,38","1.026,38","-","1,07%"
"03.02.2017","1.026,60","1.036,12","1.044,12","1.026,40","-","-0,95%"
"02.02.2017","1.036,40","1.037,12","1.041,62","1.031,50","-","-0,06%"
"01.02.2017","1.037,00","1.024,12","1.037,40","1.017,10","-","1,21%"
"31.01.2017","1.024,60","1.023,12","1.026,62","1.019,60","-","0,20%"
"30.01.2017","1.022,60","1.043,88","1.043,88","1.019,60","-","-2,55%"
"27.01.2017","1.049,40","1.047,38","1.051,90","1.043,10","-","0,10%"
"26.01.2017","1.048,40","1.055,38","1.058,62","1.045,60","-","-0,77%"
"25.01.2017","1.056,50","1.057,38","1.059,90","1.050,10","-","-0,23%"
"24.01.2017","1.058,90","1.060,12","1.068,12","1.051,38","-","-0,09%"
"23.01.2017","1.059,90","1.066,88","1.069,40","1.055,38","-","-0,70%"
"20.01.2017","1.067,40","1.070,12","1.071,12","1.060,25","-","-0,21%"
"19.01.2017","1.069,60","1.072,62","1.077,12","1.066,88","-","-0,42%"
"18.01.2017","1.074,10","1.067,88","1.079,90","1.062,60","-","0,61%"
"17.01.2017","1.067,60","1.054,12","1.075,25","1.052,38","-","2,24%"
"13.01.2017","1.044,20","1.037,62","1.052,62","1.033,10","-","0,44%"
"12.01.2017","1.039,60","1.009,38","1.041,12","1.006,10","-","2,92%"
"11.01.2017","1.010,10","1.012,38","1.016,40","1.001,10","-","-0,31%"
"10.01.2017","1.013,20","1.003,62","1.014,90","997,38","-","0,83%"
"09.01.2017","1.004,90","995,12","1.005,90","993,60","-","0,95%"
"06.01.2017","995,40","1.012,62","1.014,62","993,60","-","-1,68%"
"05.01.2017","1.012,40","1.013,38","1.015,90","1.007,60","-","-0,17%"
"04.01.2017","1.014,10","995,88","1.015,50","992,75","-","1,78%"
"03.01.2017","996,40","1.005,40","1.011,62","994,60","-","-0,87%"
"30.12.2016","1.005,10","1.013,12","1.018,40","1.002,60","-","-0,69%"
"29.12.2016","1.012,10","1.016,12","1.024,12","1.011,38","-","-0,42%"
"28.12.2016","1.016,40","1.023,88","1.028,40","1.011,38","-","-0,70%"
"27.12.2016","1.023,60","998,62","1.024,62","998,38","-","3,41%"
"23.12.2016","989,88","995,75","996,88","987,88","-","-0,48%"
"22.12.2016","994,62","1.007,75","1.008,25","993,62","-","-1,12%"
"21.12.2016","1.005,88","1.006,88","1.012,12","1.005,12","-","0,04%"
"20.12.2016","1.005,50","1.023,12","1.023,88","1.004,12","-","-1,65%"
"19.12.2016","1.022,38","1.031,88","1.038,75","1.020,62","-","-1,26%"
"16.12.2016","1.035,38","1.029,75","1.037,38","1.023,12","-","0,66%"
"15.12.2016","1.028,62","1.023,88","1.037,88","1.018,38","-","0,51%"
"14.12.2016","1.023,38","1.027,38","1.029,12","1.020,88","-","-0,41%"
"13.12.2016","1.027,62","1.031,38","1.038,62","1.025,62","-","-0,30%"
"12.12.2016","1.030,75","1.040,75","1.047,38","1.026,62","-","-0,53%"
"09.12.2016","1.036,25","1.025,62","1.038,62","1.021,38","-","0,84%"
"08.12.2016","1.027,62","1.047,38","1.047,88","1.023,62","-","-2,00%"
"07.12.2016","1.048,62","1.047,88","1.052,88","1.040,12","-","0,10%"
"06.12.2016","1.047,62","1.043,12","1.061,38","1.039,38","-","0,35%"
"05.12.2016","1.044,00","1.030,12","1.049,62","1.027,88","-","1,20%"
"02.12.2016","1.031,62","1.033,62","1.037,50","1.026,62","-","0,21%"
"01.12.2016","1.029,50","1.034,88","1.039,88","1.022,38","-","-0,41%"
"30.11.2016","1.033,75","1.044,12","1.052,62","1.031,62","-","-0,78%"
"29.11.2016","1.041,88","1.053,62","1.058,62","1.039,38","-","-1,36%"
"28.11.2016","1.056,25","1.044,38","1.064,88","1.042,88","-","1,04%"
"25.11.2016","1.045,38","1.032,62","1.046,50","1.030,00","-","1,04%"
"23.11.2016","1.034,62","1.029,25","1.035,62","1.017,38","-","0,51%"
"22.11.2016","1.029,38","1.020,38","1.033,12","1.016,50","-","1,02%"
"21.11.2016","1.019,00","997,75","1.019,75","997,62","-","2,61%"
"18.11.2016","993,12","988,25","996,62","982,38","-","0,30%"
"17.11.2016","990,12","986,88","993,62","981,12","-","0,48%"
"16.11.2016","985,38","994,12","997,62","982,88","-","-0,35%"
"15.11.2016","988,88","987,00","989,88","978,62","-","0,50%"
"14.11.2016","984,00","988,12","989,38","975,62","-","-0,28%"
"11.11.2016","986,75","1.005,62","1.017,88","977,12","-","-1,04%"
"10.11.2016","997,12","992,38","1.018,88","989,12","-","0,66%"
"09.11.2016","990,62","1.009,50","1.017,38","984,38","-","-2,12%"
"08.11.2016","1.012,12","999,12","1.020,38","997,12","-","1,35%"
"07.11.2016","998,62","991,50","1.001,62","990,12","-","0,83%"
"04.11.2016","990,38","989,75","994,62","984,12","-","0,08%"
"03.11.2016","989,62","986,12","993,88","985,62","-","0,34%"
"02.11.2016","986,25","991,88","995,38","983,38","-","-0,69%"
"01.11.2016","993,12","1.011,75","1.015,88","991,75","-","-1,85%"
"31.10.2016","1.011,88","1.013,62","1.018,12","1.006,50","-","1,02%"
"28.10.2016","1.001,62","1.012,75","1.017,38","1.000,62","-","-1,23%"
"27.10.2016","1.014,12","1.008,25","1.019,88","1.002,75","-","0,50%"
"26.10.2016","1.009,12","989,88","1.010,88","989,50","-","1,84%"
"25.10.2016","990,88","990,25","996,88","981,38","-","-0,15%"
"24.10.2016","992,38","981,88","999,62","979,88","-","1,10%"
"21.10.2016","981,62","977,38","983,88","974,50","-","0,61%"
"20.10.2016","975,62","980,50","989,62","973,50","-","-0,51%"
"19.10.2016","980,62","971,62","981,62","971,12","-","0,87%"
"18.10.2016","972,12","977,38","986,88","971,62","-","-0,51%"
"17.10.2016","977,12","961,62","978,50","961,25","-","1,61%"
"14.10.2016","961,62","955,12","974,12","952,12","-","0,56%"
"13.10.2016","956,25","946,00","959,38","937,38","-","1,12%"
"12.10.2016","945,62","952,75","971,12","943,38","-","-0,94%"
"11.10.2016","954,62","953,38","960,62","951,88","-","-0,03%"
"10.10.2016","954,88","955,12","964,12","950,12","-","-0,25%"
"07.10.2016","957,25","958,50","973,12","955,62","-","-0,12%"
"06.10.2016","958,38","957,62","959,62","947,38","-","0,10%"
"05.10.2016","957,38","963,88","967,62","950,62","-","-0,60%"
"04.10.2016","963,12","971,50","971,88","960,38","-","-1,08%"
"03.10.2016","973,62","952,75","974,88","946,62","-","1,92%"
"30.09.2016","955,25","949,38","958,38","943,50","-","0,49%"
"29.09.2016","950,62","948,00","957,12","946,12","-","0,53%"
"28.09.2016","945,62","952,00","955,38","944,75","-","-0,68%"
"27.09.2016","952,12","947,62","953,12","934,12","-","0,74%"
"26.09.2016","945,12","952,25","960,12","943,88","-","-1,13%"
"23.09.2016","955,88","975,50","976,12","952,75","-","-2,15%"
"22.09.2016","976,88","974,75","983,12","970,38","-","0,18%"
"21.09.2016","975,12","988,38","990,12","971,62","-","-1,49%"
"20.09.2016","989,88","974,38","993,88","971,00","-","1,96%"
"19.09.2016","970,88","970,88","981,12","966,12","-","0,34%"
"16.09.2016","967,62","949,12","968,75","945,62","-","1,73%"
"15.09.2016","951,12","943,62","952,88","941,38","-","0,90%"
"14.09.2016","942,62","943,75","947,88","940,62","-","-0,24%"
"13.09.2016","944,88","962,88","970,88","942,62","-","-2,10%"
"12.09.2016","965,12","977,12","989,25","959,12","-","-1,66%"
"09.09.2016","981,38","976,88","983,12","971,88","-","0,51%"
"08.09.2016","976,38","977,50","983,12","970,38","-","0,15%"
"07.09.2016","974,88","959,38","977,88","958,12","-","1,56%"
"06.09.2016","959,88","954,38","963,75","946,62","-","0,89%"
"02.09.2016","951,38","946,12","955,38","946,12","-","0,72%"
"01.09.2016","944,62","943,88","948,38","937,12","-","0,29%"
"31.08.2016","941,88","952,12","955,62","938,12","-","-0,79%"
"30.08.2016","949,38","964,62","968,50","946,62","-","-4,15%"
"26.08.2016","990,50","997,38","1.001,62","982,75","-","-0,83%"
"25.08.2016","998,75","1.026,88","1.029,00","998,75","-","-3,12%"
"24.08.2016","1.030,88","1.034,25","1.036,00","1.021,62","-","-0,31%"
"23.08.2016","1.034,12","1.033,75","1.036,75","1.026,62","-","-0,01%"
"22.08.2016","1.034,25","1.024,75","1.041,12","1.023,12","-","0,75%"
"19.08.2016","1.026,50","1.032,50","1.034,88","1.016,88","-","-0,63%"
"18.08.2016","1.033,00","1.033,50","1.034,62","1.011,88","-","0,28%"
"17.08.2016","1.030,12","1.022,00","1.030,88","1.015,75","-","1,05%"
"16.08.2016","1.019,38","1.023,88","1.028,38","1.012,12","-","-0,45%"
"15.08.2016","1.024,00","999,88","1.026,88","996,88","-","2,61%"
"12.08.2016","998,00","1.001,00","1.008,88","980,50","-","-0,39%"
"11.08.2016","1.001,88","999,88","1.007,50","995,62","-","0,36%"
"10.08.2016","998,25","1.006,25","1.014,25","989,12","-","-0,71%"
"09.08.2016","1.005,38","1.000,25","1.014,88","993,50","-","0,50%"
"08.08.2016","1.000,38","996,75","1.002,25","987,75","-","1,28%"
"05.08.2016","987,75","976,38","994,75","975,62","-","1,37%"
"04.08.2016","974,38","973,38","984,75","968,38","-","0,09%"
"03.08.2016","973,50","974,75","985,62","969,25","-","0,31%"
"02.08.2016","970,50","976,50","986,38","961,62","-","-0,96%"
"01.08.2016","979,88","1.009,88","1.017,50","976,88","-","-3,87%"
"29.07.2016","1.019,38","994,75","1.022,88","984,38","-","2,71%"
"28.07.2016","992,50","1.005,38","1.010,38","988,50","-","-0,68%"
"27.07.2016","999,25","984,38","1.006,88","983,38","-","1,41%"
"26.07.2016","985,38","975,00","994,12","974,00","-","0,95%"
"25.07.2016","976,12","993,25","1.002,38","973,75","-","-3,05%"
"22.07.2016","1.006,88","1.035,25","1.037,00","985,25","-","-2,47%"
"21.07.2016","1.032,38","1.026,00","1.042,38","1.023,75","-","0,56%"
"20.07.2016","1.026,62","1.045,88","1.056,12","1.025,00","-","-1,63%"
"19.07.2016","1.043,62","1.072,75","1.078,62","1.041,25","-","-3,27%"
"18.07.2016","1.078,88","1.062,88","1.082,00","1.050,38","-","0,44%"
"15.07.2016","1.074,12","1.084,75","1.097,12","1.056,62","-","-0,81%"
"14.07.2016","1.082,88","1.110,25","1.140,75","1.079,88","-","-3,52%"
"13.07.2016","1.122,38","1.109,00","1.134,50","1.096,75","-","1,94%"
"12.07.2016","1.101,00","1.076,12","1.101,88","1.072,88","-","2,24%"
"11.07.2016","1.076,88","1.096,88","1.100,75","1.074,62","-","-0,51%"
"08.07.2016","1.082,38","1.050,62","1.084,00","1.045,75","-","2,99%"
"07.07.2016","1.051,00","1.106,00","1.117,12","1.050,38","-","-4,31%"
"06.07.2016","1.098,38","1.109,75","1.114,38","1.063,25","-","-0,90%"
"05.07.2016","1.108,38","1.144,75","1.144,75","1.105,12","-","-4,79%"
"01.07.2016","1.164,12","1.177,25","1.178,50","1.163,12","-","-0,86%"
"30.06.2016","1.174,25","1.139,88","1.181,12","1.121,00","-","3,04%"
"29.06.2016","1.139,62","1.148,25","1.151,62","1.136,62","-","-0,57%"
"28.06.2016","1.146,12","1.128,12","1.161,62","1.124,62","-","1,54%"
"27.06.2016","1.128,75","1.101,38","1.135,62","1.101,38","-","2,56%"
"24.06.2016","1.100,62","1.125,25","1.131,50","1.099,38","-","-2,08%"
"23.06.2016","1.124,00","1.140,25","1.142,50","1.123,38","-","-1,15%"
"22.06.2016","1.137,12","1.130,75","1.146,88","1.126,12","-","0,40%"
"21.06.2016","1.132,62","1.144,50","1.151,75","1.129,12","-","-1,03%"
"20.06.2016","1.144,38","1.156,50","1.156,75","1.140,38","-","-1,28%"
"17.06.2016","1.159,25","1.132,75","1.159,25","1.132,75","-","2,15%"
"16.06.2016","1.134,88","1.153,88","1.159,88","1.128,88","-","-1,86%"
"15.06.2016","1.156,38","1.167,00","1.177,88","1.154,62","-","-1,09%"
"14.06.2016","1.169,12","1.166,75","1.176,12","1.152,62","-","0,02%"
"13.06.2016","1.168,88","1.194,88","1.198,25","1.167,38","-","-0,86%"
"10.06.2016","1.179,00","1.174,88","1.207,75","1.169,12","-","0,20%"
"09.06.2016","1.176,62","1.176,88","1.184,75","1.166,38","-","-0,13%"
"08.06.2016","1.178,12","1.142,00","1.189,12","1.138,12","-","3,12%"
"07.06.2016","1.142,50","1.133,12","1.148,62","1.129,12","-","0,52%"
"06.06.2016","1.136,62","1.144,62","1.161,88","1.136,12","-","0,43%"
"03.06.2016","1.131,75","1.142,25","1.168,12","1.127,38","-","-1,08%"
"02.06.2016","1.144,12","1.102,38","1.144,50","1.100,88","-","4,14%"
"01.06.2016","1.098,62","1.075,25","1.098,88","1.068,62","-","1,92%"
"31.05.2016","1.077,88","1.088,38","1.096,12","1.077,38","-","-0,74%"
"27.05.2016","1.085,88","1.076,00","1.090,62","1.071,88","-","0,49%"
"26.05.2016","1.080,62","1.085,25","1.097,88","1.073,50","-","-0,36%"
"25.05.2016","1.084,50","1.057,25","1.087,88","1.054,88","-","2,78%"
"24.05.2016","1.055,12","1.058,88","1.069,62","1.043,88","-","-0,40%"
"23.05.2016","1.059,38","1.077,12","1.079,12","1.052,12","-","-1,52%"
"20.05.2016","1.075,75","1.074,50","1.087,38","1.063,38","-","0,48%"
"19.05.2016","1.070,62","1.073,88","1.074,62","1.051,38","-","-0,45%"
"18.05.2016","1.075,50","1.079,75","1.087,88","1.063,88","-","-0,41%"
"17.05.2016","1.079,88","1.063,12","1.085,62","1.062,88","-","1,39%"
"16.05.2016","1.065,12","1.060,25","1.071,62","1.055,62","-","0,02%"
"13.05.2016","1.064,88","1.071,25","1.075,38","1.057,88","-","-0,51%"
"12.05.2016","1.070,38","1.078,75","1.089,62","1.063,00","-","-0,61%"
"11.05.2016","1.077,00","1.080,38","1.090,62","1.073,12","-","-0,70%"
"10.05.2016","1.084,62","1.025,12","1.090,62","1.023,62","-","5,65%"
"09.05.2016","1.026,62","1.036,88","1.043,62","1.019,12","-","-0,61%"
"06.05.2016","1.032,88","1.011,75","1.033,62","1.008,62","-","2,08%"
"05.05.2016","1.011,88","1.035,12","1.047,38","1.011,50","-","-2,13%"
"04.05.2016","1.033,88","1.026,38","1.045,62","1.022,25","-","0,39%"
"03.05.2016","1.029,88","1.043,12","1.057,12","1.023,62","-","-1,29%"
"02.05.2016","1.043,38","1.028,12","1.043,38","1.020,62","-","1,31%"
"29.04.2016","1.029,88","1.023,75","1.037,88","1.018,38","-","0,22%"
"28.04.2016","1.027,62","1.024,62","1.046,12","1.018,12","-","-0,12%"
"27.04.2016","1.028,88","1.026,50","1.029,62","1.011,12","-","0,10%"
"26.04.2016","1.027,88","1.009,00","1.027,88","1.001,62","-","1,68%"
"25.04.2016","1.010,88","994,62","1.029,50","986,38","-","2,59%"
"22.04.2016","985,38","1.016,50","1.017,00","979,12","-","-3,41%"
"21.04.2016","1.020,12","1.007,38","1.034,62","1.002,75","-","0,99%"
"20.04.2016","1.010,12","980,62","1.012,12","975,88","-","2,47%"
"19.04.2016","985,75","953,62","986,38","953,12","-","3,40%"
"18.04.2016","953,38","954,12","964,12","949,88","-","-0,39%"
"15.04.2016","957,12","947,38","958,12","946,38","-","0,79%"
"14.04.2016","949,62","955,12","959,38","946,88","-","-0,60%"
"13.04.2016","955,38","938,38","957,62","938,12","-","2,22%"
"12.04.2016","934,62","927,12","937,38","924,75","-","0,73%"
"11.04.2016","927,88","916,12","929,38","915,38","-","1,28%"
"08.04.2016","916,12","905,12","916,38","903,12","-","1,35%"
"07.04.2016","903,88","908,62","909,62","903,62","-","-0,50%"
"06.04.2016","908,38","903,88","909,62","901,12","-","0,36%"
"05.04.2016","905,12","911,88","916,38","905,12","-","-0,90%"
"04.04.2016","913,38","918,25","922,38","912,88","-","-0,34%"
"01.04.2016","916,50","909,88","917,88","908,38","-","0,43%"
"31.03.2016","912,62","908,38","913,88","896,88","-","0,38%"
"30.03.2016","909,12","915,12","916,88","909,12","-","-0,74%"
"29.03.2016","915,88","908,38","916,38","907,12","-","0,71%"
"28.03.2016","909,38","911,12","914,62","906,38","-","-0,11%"
"24.03.2016","910,38","905,12","911,62","902,12","-","0,47%"
"23.03.2016","906,12","909,38","912,38","901,63","-","-0,49%"
"22.03.2016","910,62","901,13","913,88","900,13","-","1,00%"
"21.03.2016","901,63","895,38","904,88","892,38","-","0,47%"
"18.03.2016","897,38","897,13","904,62","896,13","-","0,06%"
"17.03.2016","896,88","894,88","904,38","893,62","-","0,25%"
"16.03.2016","894,62","891,50","894,62","886,12","-","0,28%"
"15.03.2016","892,12","894,62","895,38","888,63","-","-0,45%"
"14.03.2016","896,13","892,62","896,88","890,38","-","0,08%"
"11.03.2016","895,38","887,63","896,62","887,38","-","0,73%"
"10.03.2016","888,88","885,12","889,88","881,38","-","0,37%"
"09.03.2016","885,62","883,13","887,88","880,38","-","0,14%"
"08.03.2016","884,38","880,12","884,63","875,38","-","0,37%"
"07.03.2016","881,12","881,25","887,38","880,63","-","0,31%"
"04.03.2016","878,38","864,13","879,13","863,88","-","1,71%"
"03.03.2016","863,63","861,12","865,38","857,62","-","0,26%"
"02.03.2016","861,38","858,25","864,88","856,12","-","0,32%"
"01.03.2016","858,63","861,25","866,38","857,12","-","-0,29%"
"29.02.2016","861,12","862,88","864,88","860,12","-","-0,23%"
"26.02.2016","863,12","866,63","869,12","861,88","-","-0,29%"
"25.02.2016","865,62","872,13","876,38","865,12","-","-0,77%"
"24.02.2016","872,38","873,38","874,88","869,38","-","-0,08%"
"23.02.2016","873,12","883,25","883,25","871,38","-","-1,22%"
"22.02.2016","883,88","881,75","889,88","880,38","-","0,63%"
"19.02.2016","878,38","879,50","881,62","877,88","-","-0,17%"
"18.02.2016","879,88","882,00","882,63","878,12","-","-0,27%"
"17.02.2016","882,25","878,75","885,38","876,88","-","0,24%"
"16.02.2016","880,13","876,38","882,63","873,38","-","0,86%"
"12.02.2016","872,63","872,88","875,38","868,63","-","-0,06%"
"11.02.2016","873,13","862,38","874,13","862,38","-","1,31%"
"10.02.2016","861,88","863,25","866,13","861,63","-","-0,17%"
"09.02.2016","863,38","862,75","866,13","859,63","-","0,06%"
"08.02.2016","862,88","867,38","868,63","861,63","-","-0,52%"
"05.02.2016","867,38","875,63","878,88","867,38","-","-0,79%"
"04.02.2016","874,25","877,88","884,38","872,88","-","-0,33%"
"03.02.2016","877,13","885,63","885,88","874,38","-","-1,04%"
"02.02.2016","886,38","880,25","889,38","878,38","-","0,62%"
"01.02.2016","880,88","882,88","882,88","876,13","-","-0,17%"
"29.01.2016","882,38","868,88","882,88","867,13","-","1,67%"
"28.01.2016","867,88","882,50","884,13","867,38","-","-1,75%"
"27.01.2016","883,38","875,88","884,88","875,75","-","0,83%"
"26.01.2016","876,13","879,75","882,13","875,63","-","-0,48%"
"25.01.2016","880,38","876,63","881,88","870,88","-","0,46%"
"22.01.2016","876,38","878,88","886,13","874,88","-","-0,28%"
"21.01.2016","878,88","874,63","885,63","872,38","-","0,51%"
"20.01.2016","874,38","881,88","883,75","870,63","-","-1,05%"
"19.01.2016","883,63","881,00","887,88","880,63","-","0,60%"
"17.01.2016","878,38","878,38","878,38","878,38","-","0,00%"
"15.01.2016","878,38","882,38","882,63","871,25","-","-0,51%"
"14.01.2016","882,88","878,63","884,38","874,88","-","0,34%"
"13.01.2016","879,88","874,75","880,63","871,13","-","0,60%"
"12.01.2016","874,63","861,50","881,00","857,38","-","1,57%"
"11.01.2016","861,13","865,50","869,63","859,63","-","-0,49%"
"08.01.2016","865,38","864,88","870,63","863,63","-","0,12%"
"07.01.2016","864,38","864,13","868,63","858,38","-","-0,03%"
"06.01.2016","864,63","856,63","867,63","852,38","-","0,88%"
"05.01.2016","857,13","858,13","864,63","855,63","-","0,12%"
"04.01.2016","856,13","863,13","867,13","853,38","-","-0,87%"
"31.12.2015","863,63","868,88","872,88","863,13","-","-0,69%"
"30.12.2015","869,63","865,13","872,63","864,13","-","0,49%"
"29.12.2015","865,38","862,63","871,88","861,13","-","0,35%"
"28.12.2015","862,38","870,13","871,38","860,63","-","-1,36%"
"27.12.2015","874,25","874,25","874,25","874,25","-","-0,29%"
"24.12.2015","876,75","882,50","884,88","875,13","-","-0,55%"
"23.12.2015","881,63","885,63","888,50","881,13","-","-0,42%"
"22.12.2015","885,38","890,75","895,13","885,13","-","-0,62%"
"21.12.2015","890,88","891,63","896,13","887,13","-","-0,08%"
"18.12.2015","891,63","876,13","893,38","873,38","-","1,65%"
"17.12.2015","877,13","859,88","878,00","854,25","-","1,62%"
"16.12.2015","863,13","866,88","870,88","856,13","-","-0,40%"
"15.12.2015","866,63","874,63","877,63","866,63","-","-0,91%"
"14.12.2015","874,63","870,75","877,63","868,13","-","0,43%"
"11.12.2015","870,88","878,00","884,13","870,13","-","-0,85%"
"10.12.2015","878,38","877,00","886,38","873,13","-","0,23%"
"09.12.2015","876,38","877,38","883,63","869,88","-","0,00%"
"08.12.2015","876,38","885,88","886,88","872,88","-","-0,71%"
"07.12.2015","882,63","905,75","909,63","881,63","-","-2,62%"
"04.12.2015","906,38","896,75","906,38","892,88","-","1,09%"
"03.12.2015","896,63","890,75","897,63","885,13","-","0,48%"
"02.12.2015","892,38","889,00","894,63","885,00","-","0,35%"
"01.12.2015","889,25","880,88","891,63","880,13","-","0,86%"
"30.11.2015","881,63","873,13","883,13","870,38","-","0,89%"
"27.11.2015","873,88","875,38","877,63","871,13","-","-0,17%"
"25.11.2015","875,38","863,00","876,88","861,63","-","1,42%"
"24.11.2015","863,13","863,38","869,13","861,38","-","-0,12%"
"23.11.2015","864,13","854,50","865,38","844,38","-","0,70%"
"20.11.2015","858,13","859,75","861,13","852,13","-","-0,23%"
"19.11.2015","860,13","858,00","862,88","852,63","-","0,23%"
"18.11.2015","858,13","864,13","867,63","852,63","-","-0,64%"
"17.11.2015","863,63","859,38","864,88","857,88","-","0,52%"
"16.11.2015","859,13","854,50","860,13","851,38","-","0,41%"
"13.11.2015","855,63","862,25","862,25","854,88","-","-0,84%"
"12.11.2015","862,88","860,38","865,13","855,13","-","0,17%"
"11.11.2015","861,38","856,75","861,38","854,13","-","0,61%"
"10.11.2015","856,13","865,63","868,38","850,13","-","-1,15%"
"09.11.2015","866,13","867,63","871,88","865,88","-","-0,12%"
"06.11.2015","867,13","864,75","868,25","858,38","-","0,26%"
"05.11.2015","864,88","883,63","885,38","863,38","-","-2,23%"
"04.11.2015","884,63","879,13","886,88","879,13","-","0,65%"
"03.11.2015","878,88","879,75","886,63","875,63","-","0,03%"
"02.11.2015","878,63","887,88","890,88","878,38","-","-0,73%"
"30.10.2015","885,13","879,25","887,38","878,88","-","0,57%"
"29.10.2015","880,13","882,38","886,38","875,63","-","-0,37%"
"28.10.2015","883,38","889,88","891,38","882,13","-","-0,87%"
"27.10.2015","891,13","885,13","894,38","880,38","-","0,73%"
"26.10.2015","884,63","895,50","899,88","882,63","-","-1,17%"
"23.10.2015","895,13","898,88","900,88","892,13","-","-0,39%"
"22.10.2015","898,63","905,00","912,88","897,63","-","-0,69%"
"21.10.2015","904,88","896,00","906,88","894,50","-","1,00%"
"20.10.2015","895,88","890,38","901,63","889,63","-","0,56%"
"19.10.2015","890,88","897,13","900,38","890,88","-","-0,81%"
"16.10.2015","898,13","904,25","910,50","897,63","-","-0,79%"
"15.10.2015","905,25","908,88","915,63","904,25","-","-0,56%"
"14.10.2015","910,38","912,00","919,63","909,38","-","-0,27%"
"13.10.2015","912,88","886,25","914,88","886,13","-","2,87%"
"12.10.2015","887,38","886,13","894,25","885,88","-","0,28%"
"09.10.2015","884,88","880,50","896,63","871,63","-","0,45%"
"08.10.2015","880,88","890,38","891,63","880,13","-","-1,11%"
"07.10.2015","890,75","887,13","895,75","885,88","-","0,32%"
"06.10.2015","887,88","880,63","895,38","879,50","-","0,48%"
"05.10.2015","883,63","874,13","885,88","872,13","-","1,12%"
"02.10.2015","873,88","877,38","881,88","868,38","-","-0,40%"
"01.10.2015","877,38","891,25","899,13","876,88","-","-1,60%"
"30.09.2015","891,63","883,63","901,75","881,38","-","0,89%"
"29.09.2015","883,75","876,63","884,63","873,63","-","0,78%"
"28.09.2015","876,88","888,50","891,38","875,75","-","-1,35%"
"25.09.2015","888,88","869,38","889,88","869,38","-","2,45%"
"24.09.2015","867,63","863,13","869,13","858,13","-","0,46%"
"23.09.2015","863,63","861,38","869,38","861,38","-","0,17%"
"22.09.2015","862,13","871,63","873,38","861,13","-","-1,32%"
"21.09.2015","873,63","867,88","877,13","865,13","-","0,75%"
"18.09.2015","867,13","883,88","886,38","867,13","-","-1,95%"
"17.09.2015","884,38","886,38","890,38","880,88","-","-0,25%"
"16.09.2015","886,63","888,88","894,13","883,38","-","-0,23%"
"15.09.2015","888,63","886,50","894,38","883,38","-","0,57%"
"14.09.2015","883,63","875,63","888,13","875,63","-","1,06%"
"11.09.2015","874,38","874,75","877,75","854,88","-","0,11%"
"10.09.2015","873,38","871,50","879,13","868,63","-","0,14%"
"09.09.2015","872,13","875,88","885,63","870,88","-","-0,74%"
"08.09.2015","878,63","870,38","884,63","870,13","-","1,41%"
"04.09.2015","866,38","869,25","875,88","865,38","-","-0,40%"
"03.09.2015","869,88","874,75","882,38","868,38","-","-0,43%"
"02.09.2015","873,63","874,38","880,13","865,13","-","-0,11%"
"01.09.2015","874,63","884,50","886,63","868,63","-","-1,41%"
"31.08.2015","887,13","884,25","888,13","871,13","-","-0,66%"
"28.08.2015","893,00","887,75","895,63","884,25","-","0,90%"
"27.08.2015","885,00","880,38","894,25","880,00","-","0,84%"
"26.08.2015","877,63","893,13","898,13","877,00","-","-1,80%"
"25.08.2015","893,75","894,13","908,25","886,88","-","0,06%"
"24.08.2015","893,25","901,25","906,13","874,38","-","-1,45%"
"21.08.2015","906,38","920,38","921,00","904,25","-","-1,52%"
